set,indice
train,1063
train,60110
train,696
train,33690
train,56513
train,34925
train,41933
train,25145
train,24904
train,15141
train,43623
train,18016
train,8219
train,33718
train,31053
train,8442
train,55993
train,15217
train,36888
train,55066
train,3539
train,56609
train,57236
train,31008
train,32509
train,2983
train,53635
train,52844
train,8887
train,19200
train,5810
train,34583
train,55021
train,55402
train,27952
train,54717
train,14380
train,49297
train,7650
train,27377
train,19810
train,5444
train,59423
train,11113
train,8850
train,6527
train,53190
train,51726
train,42628
train,45893
train,32896
train,37899
train,60193
train,34500
train,44076
train,50875
train,8009
train,5373
train,46628
train,47352
train,27115
train,60543
train,41842
train,13571
train,32064
train,18354
train,40141
train,16181
train,1301
train,42473
train,62130
train,9508
train,52754
train,3026
train,41746
train,12408
train,28772
train,9386
train,8893
train,26019
train,57533
train,36863
train,51150
train,25665
train,9263
train,29401
train,10982
train,53526
train,50047
train,19013
train,35635
train,19428
train,38832
train,1845
train,42787
train,36123
train,60139
train,3853
train,4031
train,29186
train,46410
train,33866
train,17513
train,15506
train,50953
train,33313
train,46675
train,48495
train,30915
train,33251
train,7804
train,7377
train,10685
train,40456
train,9826
train,3560
train,35951
train,39785
train,26130
train,44152
train,37928
train,16773
train,6792
train,41446
train,47319
train,21971
train,52408
train,26687
train,57148
train,49304
train,8497
train,40972
train,43164
train,8839
train,22621
train,4896
train,41862
train,49439
train,17416
train,29321
train,32898
train,39788
train,45270
train,206
train,48437
train,4315
train,3192
train,61647
train,360
train,27071
train,23537
train,58680
train,46117
train,28493
train,19479
train,27485
train,13294
train,5418
train,31707
train,12006
train,8857
train,7858
train,9327
train,5731
train,62094
train,53858
train,37564
train,12349
train,333
train,14350
train,21472
train,5513
train,23074
train,5474
train,44018
train,31834
train,33567
train,46785
train,19553
train,51706
train,23342
train,30151
train,41082
train,55925
train,58179
train,16221
train,21174
train,13399
train,42902
train,23964
train,34672
train,10443
train,23054
train,61429
train,4358
train,35536
train,7782
train,10964
train,49895
train,59960
train,40624
train,52889
train,44134
train,31754
train,28283
train,61950
train,50549
train,49980
train,21848
train,9929
train,38657
train,54164
train,5006
train,39647
train,45765
train,21316
train,4461
train,39013
train,60594
train,8074
train,48548
train,50254
train,50147
train,15507
train,45278
train,825
train,44359
train,53706
train,40769
train,25476
train,28661
train,42006
train,17145
train,57016
train,56362
train,27848
train,59805
train,25130
train,24826
train,49186
train,24637
train,38217
train,11154
train,30118
train,53907
train,41052
train,38015
train,32015
train,43155
train,7601
train,37310
train,5792
train,19578
train,49082
train,26144
train,24176
train,52096
train,43060
train,26977
train,48353
train,30200
train,750
train,7278
train,45188
train,17282
train,8322
train,6580
train,24451
train,48194
train,34451
train,35020
train,27192
train,47027
train,18801
train,1548
train,4869
train,47299
train,11196
train,9250
train,46939
train,53209
train,14698
train,60046
train,43402
train,5976
train,30888
train,51573
train,19957
train,20716
train,15567
train,3697
train,45933
train,9368
train,10856
train,26204
train,58385
train,10946
train,16084
train,51622
train,39232
train,5949
train,50057
train,9731
train,13770
train,14750
train,19330
train,59759
train,58187
train,11781
train,46235
train,24525
train,50501
train,27033
train,1085
train,6283
train,21285
train,49438
train,13263
train,47598
train,12493
train,25139
train,51700
train,48323
train,51928
train,13914
train,40120
train,14624
train,43632
train,23902
train,1793
train,30537
train,3207
train,3753
train,551
train,57930
train,13968
train,16398
train,11837
train,12559
train,25135
train,58332
train,56216
train,578
train,30664
train,21846
train,36053
train,59624
train,42402
train,18593
train,16671
train,39680
train,30859
train,44474
train,24246
train,22860
train,21305
train,42605
train,26384
train,15001
train,59709
train,38306
train,7219
train,5138
train,61113
train,59549
train,56330
train,44879
train,11895
train,43476
train,40279
train,19633
train,1369
train,7506
train,14868
train,13014
train,9204
train,39792
train,33850
train,56618
train,26631
train,34693
train,7938
train,44855
train,29263
train,565
train,59218
train,46924
train,1656
train,14812
train,11697
train,34648
train,14125
train,47381
train,54089
train,27428
train,58465
train,17410
train,12363
train,20571
train,14041
train,3926
train,5868
train,48506
train,19105
train,37483
train,39069
train,14383
train,10871
train,52213
train,42654
train,12308
train,46686
train,54197
train,25048
train,38995
train,4798
train,27976
train,17288
train,47022
train,55244
train,12484
train,35432
train,33248
train,45430
train,13166
train,22845
train,47288
train,43672
train,37113
train,17837
train,60520
train,58148
train,32761
train,50514
train,53384
train,52615
train,34088
train,11840
train,59608
train,8378
train,13635
train,12133
train,60519
train,19461
train,17530
train,4746
train,53288
train,30697
train,31972
train,52365
train,57861
train,28467
train,35054
train,48503
train,15782
train,20911
train,30163
train,31463
train,17333
train,18608
train,1044
train,43459
train,39292
train,42606
train,43419
train,26701
train,20173
train,47085
train,16767
train,11463
train,5411
train,50763
train,50666
train,59221
train,7017
train,2569
train,53944
train,5600
train,19387
train,18247
train,23535
train,16115
train,51870
train,9074
train,20826
train,56200
train,8677
train,41057
train,30031
train,44847
train,48467
train,23675
train,59028
train,54453
train,40832
train,8840
train,12227
train,36253
train,32835
train,1307
train,60412
train,32867
train,50878
train,52299
train,1651
train,34770
train,57296
train,29599
train,39639
train,35968
train,61302
train,58879
train,26177
train,49540
train,23684
train,8010
train,548
train,35733
train,39763
train,24469
train,8799
train,16269
train,11256
train,57246
train,39731
train,41212
train,34658
train,47113
train,19812
train,2426
train,27080
train,41
train,53389
train,37539
train,15650
train,29319
train,50529
train,49154
train,33132
train,53101
train,51885
train,35566
train,26715
train,25785
train,45436
train,25607
train,56572
train,2342
train,18902
train,51092
train,54916
train,5167
train,22972
train,32452
train,19142
train,61118
train,11453
train,29431
train,30821
train,30027
train,10727
train,22527
train,850
train,12763
train,46018
train,45413
train,48051
train,60802
train,45875
train,8596
train,19547
train,48302
train,2334
train,13251
train,1726
train,43375
train,5131
train,12369
train,49035
train,30726
train,25474
train,34771
train,49312
train,32518
train,32632
train,20738
train,15755
train,30733
train,38666
train,51778
train,10839
train,39738
train,43409
train,15472
train,38934
train,52872
train,47544
train,42991
train,43096
train,53150
train,42229
train,20472
train,23184
train,27611
train,26053
train,57835
train,59767
train,37590
train,44654
train,52175
train,4391
train,23354
train,21584
train,35680
train,26159
train,10479
train,9122
train,26068
train,46292
train,40844
train,43535
train,46977
train,25065
train,51745
train,49961
train,9089
train,46843
train,55198
train,34402
train,30051
train,36632
train,29630
train,9119
train,40452
train,26889
train,49827
train,25498
train,40559
train,27591
train,42526
train,36074
train,12648
train,17021
train,55437
train,1140
train,33023
train,59834
train,17916
train,14469
train,10873
train,7623
train,23202
train,21407
train,37665
train,11067
train,19823
train,57359
train,11340
train,28729
train,2446
train,11584
train,58625
train,22687
train,28633
train,29839
train,52755
train,905
train,18767
train,42144
train,35736
train,58581
train,50083
train,31939
train,37057
train,11985
train,50995
train,46751
train,17307
train,21398
train,12505
train,25675
train,46106
train,25921
train,29276
train,22749
train,39875
train,3822
train,41829
train,29600
train,28057
train,61458
train,24009
train,49988
train,53615
train,50464
train,61297
train,28318
train,10335
train,41982
train,58420
train,36280
